Date,Consumer Discretionary,Consumer Staples,Health Care
2005-11-21,265.4700012207031,244.42999267578125,361.0400085449219
2005-11-28,264.7300109863281,242.36000061035156,360.20001220703125
2005-12-05,262.6199951171875,240.52999877929688,360.0
2005-12-12,264.1099853515625,245.88999938964844,367.1499938964844
2005-12-19,261.80999755859375,244.0500030517578,374.19000244140625
2005-12-26,258.3900146484375,240.1699981689453,367.5
2006-01-02,263.7300109863281,242.35000610351562,377.489990234375
2006-01-09,265.510009765625,241.99000549316406,375.7200012207031
2006-01-16,260.3299865722656,238.33999633789062,370.3299865722656
2006-01-23,264.2200012207031,242.05999755859375,374.4200134277344
2006-01-30,262.0400085449219,238.85000610351562,370.6000061035156
2006-02-06,262.7900085449219,239.0800018310547,370.42999267578125
2006-02-13,265.7900085449219,243.44000244140625,378.20001220703125
2006-02-20,264.20001220703125,244.07000732421875,377.7200012207031
2006-02-27,264.1600036621094,242.3800048828125,374.0299987792969
2006-03-06,263.1600036621094,247.80999755859375,374.6700134277344
2006-03-13,268.4700012207031,247.1199951171875,379.5199890136719
2006-03-20,266.8299865722656,246.91000366210938,378.8699951171875
2006-03-27,265.3399963378906,242.52000427246094,370.6600036621094
2006-04-03,267.25,240.9199981689453,362.6099853515625
2006-04-10,265.3699951171875,239.11000061035156,359.3900146484375
2006-04-17,265.8800048828125,240.13999938964844,360.7099914550781
2006-04-24,268.7099914550781,244.00999450683594,358.7300109863281
2006-05-01,273.0400085449219,246.5399932861328,356.4800109863281
2006-05-08,269.1700134277344,242.82000732421875,351.4700012207031
2006-05-15,265.7200012207031,242.50999450683594,350.5899963378906
2006-05-22,265.6099853515625,247.8300018310547,353.3800048828125
2006-05-29,267.489990234375,245.99000549316406,356.82000732421875
2006-06-05,260.9200134277344,243.82000732421875,352.0
2006-06-12,261.3500061035156,244.24000549316406,351.79998779296875
2006-06-19,259.25,244.50999450683594,347.5
2006-06-26,263.4100036621094,248.1199951171875,350.69000244140625
2006-07-03,259.6000061035156,250.1300048828125,352.7099914550781
2006-07-10,247.82000732421875,247.0,347.5400085449219
2006-07-17,247.44000244140625,250.80999755859375,358.8399963378906
2006-07-24,254.60000610351562,253.75,371.44000244140625
2006-07-31,256.25,254.27000427246094,369.17999267578125
2006-08-07,252.5399932861328,255.35000610351562,365.6300048828125
2006-08-14,260.6000061035156,258.5899963378906,374.1000061035156
2006-08-21,253.8699951171875,258.8900146484375,376.1700134277344
2006-08-28,261.9200134277344,263.1000061035156,381.4599914550781
2006-09-04,262.1400146484375,262.0400085449219,378.17999267578125
2006-09-11,271.9100036621094,263.010009765625,384.70001220703125
2006-09-18,271.07000732421875,261.95001220703125,381.8900146484375
2006-09-25,275.8399963378906,260.75,384.9200134277344
2006-10-02,283.1600036621094,260.2200012207031,385.8500061035156
2006-10-09,288.8399963378906,259.8800048828125,383.9100036621094
2006-10-16,287.55999755859375,262.3699951171875,392.6099853515625
2006-10-23,292.6099853515625,266.29998779296875,389.7799987792969
2006-10-30,288.7300109863281,261.57000732421875,383.6000061035156
2006-11-06,294.3399963378906,262.04998779296875,376.4599914550781
2006-11-13,300.0199890136719,265.44000244140625,384.8999938964844
2006-11-20,298.8500061035156,263.9200134277344,381.55999755859375
2006-11-27,296.0899963378906,261.9599914550781,384.8800048828125
2006-12-04,300.8699951171875,267.3399963378906,384.6099853515625
2006-12-11,303.5199890136719,268.45001220703125,388.1000061035156
2006-12-18,301.739990234375,267.6199951171875,387.260009765625
2006-12-25,302.9200134277344,268.4100036621094,388.739990234375
2007-01-01,301.7099914550781,268.6600036621094,390.8900146484375
2007-01-08,309.8900146484375,272.7200012207031,397.239990234375
2007-01-15,312.80999755859375,273.6300048828125,402.4200134277344
2007-01-22,306.5299987792969,271.9800109863281,396.6600036621094
2007-01-29,313.25,274.55999755859375,402.989990234375
2007-02-05,311.2200012207031,271.55999755859375,399.5199890136719
2007-02-12,314.7300109863281,275.3500061035156,402.29998779296875
2007-02-19,314.1700134277344,274.04998779296875,398.1600036621094
2007-02-26,297.92999267578125,265.5400085449219,385.4200134277344
2007-03-05,301.1600036621094,268.3299865722656,389.010009765625
2007-03-12,295.1499938964844,265.9599914550781,384.0400085449219
2007-03-19,304.9200134277344,273.4599914550781,394.19000244140625
2007-03-26,299.92999267578125,272.67999267578125,391.1499938964844
2007-04-02,306.19000244140625,277.4800109863281,401.6400146484375
2007-04-09,306.9100036621094,277.94000244140625,410.8800048828125
